title,clean_title,original_title,genres,director,release_year,runtime,budget,revenue,popularity,tmdb_rating,tmdb_votes,imdb_rating,imdb_votes,language,tmdb_id,imdb_id,doesthedog_id
Piggy,piggy,Cerdita,"horror, thriller, drama",Carlota Pereda,2022,99,2400000,543064,27.8,6.6,591,6.2,14381,Spanish,848058,tt10399608,
Argylle,argylle,Argylle,"action, adventure, comedy",Matthew Vaughn,2024,139,200000000,96221061,56.1,6.1,1316,5.6,86816,English,848538,tt15009428,
The Beasts,the beasts,As bestas,"thriller, drama",Rodrigo Sorogoyen,2022,138,3900000,10238603,19.0,7.5,715,7.5,21467,Galician,848685,tt15006566,
"Alice, Darling",alice darling,"Alice, Darling","thriller, drama, romance",Mary Nighy,2022,90,4000000,121067,12.3,5.7,200,5.5,11200,English,850028,tt11687104,
The Iron Claw,the iron claw,The Iron Claw,"history, drama",Sean Durkin,2023,132,15900000,40130232,36.4,7.5,853,7.6,95294,English,850165,tt21064584,
Problemista,problemista,Problemista,comedy,Julio Torres,2024,104,12000000,2503154,20.0,6.7,83,6.8,7081,English,852247,tt15078804,
Final Cut,final cut,Coupez !,"horror, comedy",Michel Hazanavicius,2022,110,4300000,2046233,9.6,6.8,397,6.4,4984,French,852438,tt14317880,
Till,till,Till,"drama, history",Chinonye Chukwu,2022,131,33000000,11498884,14.5,7.5,272,7.2,16293,English,854239,tt4960748,
Creation of the Gods I: Kingdom of Storms,creation of the gods i kingdom of storms,封神第一部：朝歌风云,"action, fantasy, war",Wuershan,2023,148,85000000,369081777,120.0,7.1,365,6.7,4722,Chinese,856289,tt6979756,
Pushpa 2 - The Rule,pushpa 2  the rule,పుష్పా 2 - The Rule,"crime, action, thriller",Sukumar,2024,198,63000000,99000000,341.0,6.6,12,6.8,19436,Telugu,857598,tt16539454,
Dashcam,dashcam,Dashcam,"horror, thriller",Rob Savage,2022,80,100000,58156,9.0,4.9,99,4.5,6846,English,858015,tt15174116,
I Saw the TV Glow,i saw the tv glow,I Saw the TV Glow,"drama, horror",Jane Schoenbrun,2024,100,10000000,5385317,59.8,6.0,328,5.8,27622,English,858017,tt15574270,
Kantara,kantara,Kantara,"action, adventure, thriller",Rishab Shetty,2022,147,1934000,60447800,17.2,7.1,87,8.2,105882,Kannada,858485,tt15327088,
Coup de Chance,coup de chance,Coup de chance,"comedy, drama, romance, thriller, crime",Woody Allen,2023,96,10000000,3767399,22.6,6.2,355,6.4,8910,French,859235,tt15140278,
Emily the Criminal,emily the criminal,Emily the Criminal,"crime, drama, thriller",John Patton Ford,2022,97,2000000,2157673,17.5,6.7,819,6.7,61490,English,862965,tt15255876,
Thallumaala,thallumaala,തല്ലുമാല,"comedy, drama, action",Khalid Rahman,2022,146,2450634,8824658,3.5,6.6,27,6.9,6266,Malayalam,863530,tt11075264,
Joy Ride,joy ride,Joy Ride,comedy,Adele Lim,2023,94,20000000,15800000,14.6,6.7,360,6.4,25811,English,864168,tt15268244,
Pathaan,pathaan,पठान,"action, adventure, thriller",Siddharth Anand,2023,146,29000000,130000000,23.6,6.5,189,5.8,159153,Hindi,864692,tt12844910,
Nna Thaan Case Kodu,nna thaan case kodu,ന്നാ താന്‍ കേസ് കൊട്,"drama, crime, comedy",Ratheesh Balakrishnan Poduval,2022,139,600000,6300000,2.5,7.3,22,8.0,5946,Malayalam,864761,tt14188930,
The Beekeeper,the beekeeper,The Beekeeper,"crime, action, thriller",David Ayer,2024,105,35000000,152720535,156.6,7.3,3122,6.3,141336,English,866398,tt15314262,
2018,2018,2018,"thriller, action, adventure",Jude Anthany Joseph,2023,150,3009565,24076520,5.9,7.7,36,8.3,13629,Malayalam,866440,tt9006564,
Guntur Kaaram,guntur kaaram,గుంటూరు కారం,"action, drama",Trivikram Srinivas,2024,156,24066000,20687449,11.0,6.0,15,5.4,24087,Telugu,868660,tt14564000,
Cuckoo,cuckoo,Cuckoo,"horror, mystery, science fiction",Tilman Singer,2024,103,7000000,6680396,70.0,5.8,178,5.8,17449,English,869291,tt12349832,
Master Gardener,master gardener,Master Gardener,"drama, crime",Paul Schrader,2023,111,4100000,1506008,15.4,6.2,227,6.2,11423,English,869612,tt15342244,
Marcel the Shell with Shoes On,marcel the shell with shoes on,Marcel the Shell with Shoes On,"animation, comedy, drama, family",Dean Fleischer Camp,2022,90,6000000,6909209,24.7,7.7,546,7.6,29799,English,869626,tt15339456,
Oppenheimer,oppenheimer,Oppenheimer,"drama, history",Christopher Nolan,2023,181,100000000,952000000,136.0,8.1,9354,8.3,822961,English,872585,tt15398776,
Jawan,jawan,जवान,"action, crime, thriller",Atlee,2023,169,36150000,136698671,42.9,7.2,249,6.9,101945,Hindi,872906,tt15354916,
The Cost of Deception,the cost of deception,Elk*rtuk,"crime, drama",Keith English,2021,125,2500000,201000,1.8,4.3,28,1.5,40667,Hungarian,876671,tt14723224,
Strange World,strange world,Strange World,"animation, family, adventure, science fiction, fantasy",Don Hall,2022,102,180000000,73621640,24.6,6.3,1244,5.7,47567,English,877269,tt10298840,
Big George Foreman,big george foreman,Big George Foreman,"history, drama",George Tillman Jr.,2023,129,32000000,3800000,24.8,7.6,266,6.6,10171,English,878361,tt12226632,
Honsla Rakh,honsla rakh,ਹੌਂਸਲਾ ਰੱਖ,"comedy, drama, romance",Amarjit Singh Saron,2021,145,1065465,7100000,3.1,6.1,10,7.3,7971,Punjabi,879337,tt14598754,
Boy Kills World,boy kills world,Boy Kills World,"crime, thriller, action",Moritz Mohr,2024,110,18000000,3139717,54.8,6.8,563,6.4,29550,English,882059,tt13923084,
Guy Ritchie's The Covenant,guy ritchies the covenant,Guy Ritchie's The Covenant,"war, action, thriller",Guy Ritchie,2023,123,55000000,20000000,59.1,7.8,2493,7.5,179577,English,882569,tt4873118,
Smile,smile,Smile,"horror, mystery",Parker Finn,2022,115,17000000,217408513,139.1,6.7,3279,6.5,199972,English,882598,tt15474916,
Fortress: Sniper's Eye,fortress snipers eye,Fortress: Sniper's Eye,"action, thriller, crime",Josh Sternfeld,2022,87,22000000,69075,14.7,5.3,156,3.0,1671,English,883502,tt14577304,
The Ambush,the ambush,الكمين,"war, action, drama",Pierre Morel,2021,110,40000000,5218666,8.7,6.1,47,6.2,2540,Arabic,884452,tt13445076,
No Hard Feelings,no hard feelings,No Hard Feelings,"comedy, romance",Gene Stupnitsky,2023,104,45000000,83000000,66.7,6.8,2972,6.4,181022,English,884605,tt15671028,
Dhamaka,dhamaka,ధమకా,"action, comedy",Trinadha Rao Nakkina,2022,138,5000000,14000000,4.3,4.3,13,6.2,5392,Telugu,888234,tt15685876,
Corsage,corsage,Corsage,"drama, history",Marie Kreutzer,2022,114,7580600,3092534,8.7,6.2,196,6.5,10434,German,888321,tt11992694,
OMG 2,omg 2,ओएमजी २,"comedy, drama",Amit Rai,2023,155,7500000,28000000,17.5,7.3,47,7.5,44079,Hindi,888710,tt15732324,
Joker: Folie à Deux,joker folie à deux,Joker: Folie à Deux,"drama, crime, thriller",Todd Phillips,2024,138,195000000,206400287,274.8,5.6,1771,5.2,121250,English,889737,tt11315808,
Omen,omen,Augure,drama,Baloji Tshiani,2023,90,1046000,29498,6.6,6.1,17,5.9,985,French,889818,tt21086802,
Masquerade,masquerade,Mascarade,"comedy, crime, drama, romance",Nicolas Bedos,2022,142,14000000,6667598,15.6,6.8,410,6.4,3705,French,892515,tt14534796,
The Good Neighbor,the good neighbor,The Good Neighbor,"thriller, drama",Stephan Rick,2022,97,105,94909,13.3,6.6,143,5.9,13817,English,893086,tt14349032,
PAW Patrol: The Mighty Movie,paw patrol the mighty movie,PAW Patrol: The Mighty Movie,"animation, family, action, science fiction, comedy, drama, adventure",Cal Brunker,2023,92,30000000,202231360,106.2,7.0,455,5.9,5560,English,893723,tt15837338,
Be Somebody,be somebody,扬名立万,"mystery, comedy, drama",Xunzimo Liu,2021,123,40000000,132326332,3.8,7.3,41,6.9,1840,Chinese,895435,tt16043930,
The Passengers of the Night,the passengers of the night,Les Passagers de la nuit,drama,Mikhaël Hers,2022,111,4300000,1512938,10.6,6.8,147,6.9,3271,French,895659,tt13846402,
Freelance,freelance,Freelance,"action, comedy",Pierre Morel,2023,108,40000000,9112817,62.9,6.5,967,5.5,23502,English,897087,tt15744298,
Violent Night,violent night,Violent Night,"comedy, action",Tommy Wirkola,2022,111,20000000,75734910,93.4,7.3,2114,6.7,105904,English,899112,tt12003946,
Trolls Band Together,trolls band together,Trolls Band Together,"animation, family, music, fantasy, comedy",Walt Dohrn,2023,91,95000000,207318137,83.0,7.3,844,6.0,17086,English,901362,tt14362112,
Society of the Snow,society of the snow,La sociedad de la nieve,"drama, history",J. A. Bayona,2023,144,65500000,1281,47.6,8.0,2911,7.8,151627,Spanish,906126,tt16277242,
Magic Mike's Last Dance,magic mikes last dance,Magic Mike's Last Dance,"comedy, drama, romance",Steven Soderbergh,2023,112,45000000,52000000,22.2,6.6,491,5.2,18205,English,906221,tt16280138,
Venom: The Last Dance,venom the last dance,Venom: The Last Dance,"action, science fiction, adventure",Kelly Marcel,2024,109,120000000,468513700,12656.3,6.6,1109,6.2,47298,English,912649,tt16366836,
Strays,strays,Strays,"comedy, adventure",Josh Greenbaum,2023,93,46000000,32000000,30.3,7.3,820,6.3,33776,English,912908,tt15153532,
Barbarian,barbarian,Barbarian,"horror, mystery",Zach Cregger,2022,103,4500000,45400000,32.0,6.8,2487,7.0,210352,English,913290,tt15791034,
The Civil Dead,the civil dead,The Civil Dead,"comedy, fantasy, drama",Clay Tatum,2023,104,30000,32219,1.7,5.0,12,6.2,667,English,913417,tt16402818,
Nefarious,nefarious,Nefarious,"horror, thriller","Chuck Konzelman, Cary Solomon",2023,98,3000000,5400000,18.3,6.8,291,6.4,31656,English,913673,tt14537248,
Brian and Charles,brian and charles,Brian and Charles,"comedy, drama, science fiction",Jim Archer,2022,91,1200000,216220,8.6,6.3,135,6.7,9375,English,913814,tt13270424,
The Beast,the beast,La Bête,"drama, science fiction, romance",Bertrand Bonello,2024,146,8400000,760979,25.0,6.3,130,6.5,7185,French,914206,tt14407336,
Anatomy of a Fall,anatomy of a fall,Anatomie d'une chute,"thriller, mystery, crime",Justine Triet,2023,151,6700000,35634133,51.2,7.6,2455,7.7,159241,French,915935,tt17009710,
The Quiet Girl,the quiet girl,An Cailín Ciúin,drama,Colm Bairéad,2022,94,1,6,12.6,7.5,406,7.7,24395,Irish,916405,tt15109082,
Beetlejuice Beetlejuice,beetlejuice beetlejuice,Beetlejuice Beetlejuice,"comedy, fantasy, horror",Tim Burton,2024,105,100000000,451072781,301.5,7.1,1960,6.8,109882,English,917496,tt2049403,
Camp Hideout,camp hideout,Camp Hideout,"family, comedy",Sean Olson,2023,100,3500000,1100000,10.4,5.4,15,4.3,1099,English,917594,tt14051976,
I Used to Be Funny,i used to be funny,I Used to Be Funny,drama,Ally Pankiw,2024,106,2000000,160499,12.8,6.2,26,6.4,2910,English,918287,tt16300138,
The Innocent,the innocent,L'Innocent,"comedy, crime, romance",Louis Garrel,2022,99,4000000,5175806,9.0,6.8,326,6.7,4290,French,919573,tt19841734,
Jeanne du Barry,jeanne du barry,Jeanne du Barry,"drama, history, romance",Maïwenn,2023,117,22400000,13000000,22.9,7.0,528,6.7,13735,French,921452,tt17277414,
Disco Boy,disco boy,Disco Boy,"drama, war",Giacomo Abbruzzese,2023,92,3500000,2610,11.5,6.9,63,6.3,1592,French,922830,tt22180518,
Twilight of the Warriors: Walled In,twilight of the warriors walled in,九龍城寨之圍城,"action, adventure, crime, thriller",Soi Cheang,2024,125,38400000,95399186,193.3,6.9,256,7.0,5896,Cantonese,923667,tt20316748,
A Brighter Tomorrow,a brighter tomorrow,Il sol dell'avvenire,comedy,Nanni Moretti,2023,96,13266839,6551542,11.7,7.0,292,6.7,3568,Italian,925263,tt16731908,
Satan's Slaves 2: Communion,satans slaves 2 communion,Pengabdi Setan 2: Communion,"drama, horror, mystery",Joko Anwar,2022,119,900000,5909528,34.5,7.0,60,6.7,4278,Indonesian,925786,tt16915972,
The Equalizer 3,the equalizer 3,The Equalizer 3,"action, thriller, crime",Antoine Fuqua,2023,109,70000000,190000000,133.5,7.3,2972,6.8,135612,English,926393,tt17024450,
Mother and Son,mother and son,Un petit frère,drama,Léonor Serraille,2022,116,3900000,170419,5.3,6.6,16,6.6,498,French,926889,tt17014214,
The Bricklayer,the bricklayer,The Bricklayer,"action, thriller",Renny Harlin,2023,110,23900000,899683,35.6,5.9,280,5.2,11632,English,927107,tt2016303,
The Battle at Lake Changjin II: Water Gate Bridge,the battle at lake changjin ii water gate bridge,长津湖之水门桥,"war, history, action, drama","Chen Kaige, Tsui Hark, Dante Lam Chiu-Yin",2022,149,200000000,626203271,18.5,6.2,69,5.6,1503,Chinese,928123,tt16194408,
The Novelist's Film,the novelists film,소설가의 영화,drama,Hong Sang-soo,2022,92,71560,382227,4.5,6.6,38,6.8,1532,Korean,928713,tt17146978,
Civil War,civil war,Civil War,"war, action, drama",Alex Garland,2024,109,50000000,126185957,168.7,6.9,2850,7.0,199207,English,929590,tt17279496,
Saltburn,saltburn,Saltburn,"drama, comedy, thriller",Emerald Fennell,2023,131,20000000,21013738,43.6,7.0,2296,7.0,231730,English,930564,tt17351924,
Horizon: An American Saga - Chapter 1,horizon an american saga  chapter 1,Horizon: An American Saga - Chapter 1,"western, drama",Kevin Costner,2024,182,50000000,38235702,69.8,7.0,363,6.7,31147,English,932086,tt17505010,
The Universal Theory,the universal theory,Die Theorie von Allem,"mystery, thriller, drama",Timm Kröger,2023,118,425000,529051,7.2,6.1,32,6.1,1005,German,932801,tt18453866,
The Substance,the substance,The Substance,"horror, science fiction",Coralie Fargeat,2024,141,17500000,54130377,900.1,7.3,2475,7.4,158707,English,933260,tt17526714,
2000 Mules,2000 mules,2000 Mules,documentary,"Debbie D'Souza, Bruce Schooley, Dinesh D'Souza",2022,86,5000000,1465513,7.1,6.3,36,5.1,10484,English,933554,tt18924506,
Scream VI,scream vi,Scream VI,"horror, crime, thriller","Tyler Gillett, Matt Bettinelli-Olpin",2023,123,35000000,168961389,86.2,7.0,2623,6.4,130926,English,934433,tt17663992,
A Real Job,a real job,Un métier sérieux,"comedy, drama",Thomas Lilti,2023,111,8200000,3452861,13.0,6.3,223,6.6,1552,French,934506,tt21348598,
Scrapper,scrapper,Scrapper,"comedy, drama",Charlotte Regan,2023,84,84,1234483,13.5,6.6,107,6.9,6993,English,935906,tt8649252,
A Man Called Otto,a man called otto,A Man Called Otto,"comedy, drama",Marc Forster,2022,126,50000000,108961677,82.6,7.8,2714,7.5,181248,English,937278,tt7405458,
Challengers,challengers,Challengers,"romance, drama",Luca Guadagnino,2024,132,55000000,94182533,97.0,7.0,1671,7.1,122122,English,937287,tt16426418,
Late Night with the Devil,late night with the devil,Late Night with the Devil,horror,"Cameron Cairnes, Colin Cairnes",2024,93,2000000,15453763,106.6,7.2,1182,7.0,104813,English,938614,tt14966898,
Dicks: The Musical,dicks the musical,Dicks: The Musical,"music, comedy",Larry Charles,2023,86,8000000,1472114,8.9,4.5,30,5.3,3597,English,939997,tt7130916,
Here,here,Here,drama,Robert Zemeckis,2024,104,50000000,12989273,187.6,6.5,81,6.2,6333,English,940139,tt18272208,
Migration,migration,Migration,"animation, action, adventure, comedy, family",Benjamin Renner,2023,83,72000000,298776052,243.9,7.4,1833,6.6,36927,English,940551,tt6495056,
Godzilla Minus One,godzilla minus one,ゴジラ-1.0,"science fiction, horror, action",Takashi Yamazaki,2023,124,15000000,115857413,100.7,7.6,2342,7.7,158028,Japanese,940721,tt23289160,
80 for Brady,80 for brady,80 for Brady,"comedy, drama",Kyle Marvin,2023,98,28000000,29637811,19.4,6.4,154,5.9,12335,English,942922,tt18079362,
The Animal Kingdom,the animal kingdom,Le Règne animal,"adventure, drama, science fiction, horror",Thomas Cailley,2023,127,15200000,9138503,19.8,7.0,695,6.7,9559,French,943134,tt16606592,
Dogman,dogman,Dogman,"action, drama, crime",Luc Besson,2023,115,22700000,4082217,47.9,7.9,1083,6.8,17175,French,944401,tt17009348,
Lighting Up the Stars,lighting up the stars,人生大事,drama,Liu Jiangjiang,2022,112,8800000,253816909,5.4,7.3,35,7.4,2090,Chinese,945664,tt15801594,
Post Truth,post truth,保你平安,"comedy, action",Dong Chengpeng,2023,112,14506629,102500000,7.8,7.1,29,7.0,981,Chinese,945703,tt18690030,
A Haunting in Venice,a haunting in venice,A Haunting in Venice,"mystery, thriller, crime",Kenneth Branagh,2023,104,60000000,121400000,35.2,6.6,2283,6.5,124497,English,945729,tt22687790,
Alien: Romulus,alien romulus,Alien: Romulus,"horror, science fiction",Fede Álvarez,2024,119,80000000,350861031,917.6,7.2,2588,7.1,182612,English,945961,tt18412256,
Just Super,just super,Helt super,"animation, family, fantasy",Rasmus A. Sivertsen,2022,76,3800000,2013434,9.8,5.6,19,5.2,366,Norwegian,947507,tt21212718,
My Old Ass,my old ass,My Old Ass,"comedy, drama",Megan Park,2024,89,3000000,5705895,172.3,6.7,163,7.0,22830,English,947891,tt18559464,
Dolphin Boy,dolphin boy,Мальчик-дельфин,"animation, adventure, fantasy, comedy",Mohammad Kheyrandish,2022,90,4000000,2613252,15.4,6.5,73,5.2,779,Russian,947938,tt18526902,
Love Lies Bleeding,love lies bleeding,Love Lies Bleeding,"romance, crime, thriller",Rose Glass,2024,104,10000000,12777925,78.2,6.5,593,6.6,48184,English,948549,tt19637052,
Leo,leo,லியோ,"action, crime, thriller",Lokesh Kanagaraj,2023,163,42219285,71772785,14.4,6.8,80,7.2,65054,Tamil,949229,tt15654328,
Pearl,pearl,Pearl,"horror, drama",Ti West,2022,102,1000000,10139416,56.6,7.3,1949,7.0,127497,English,949423,tt18925334,
Saw X,saw x,Saw X,"horror, mystery, thriller",Kevin Greutert,2023,118,13000000,111823047,46.2,7.2,1950,6.6,85697,English,951491,tt21807222,
Reign of Chaos,reign of chaos,Reign of Chaos,"action, horror, fantasy",Becca Hirani,2022,77,10000,100,37.0,5.6,38,2.0,613,English,951546,tt7909204,
Fly Me to the Moon,fly me to the moon,Fly Me to the Moon,"romance, comedy",Greg Berlanti,2024,132,100000000,42225354,108.1,6.9,611,6.6,32099,English,956842,tt1896747,
Consent,consent,Le Consentement,"history, drama",Vanessa Filho,2023,119,3700000,4710394,47.6,6.8,182,6.5,1003,French,956964,tt26255020,
Drive-Away Dolls,driveaway dolls,Drive-Away Dolls,"comedy, crime",Ethan Coen,2024,84,8000000,7935363,37.4,5.4,362,5.4,20572,English,957304,tt19356262,
The Crow,the crow,The Crow,"action, fantasy, horror",Rupert Sanders,2024,111,50000000,24008667,322.2,5.9,793,4.7,26575,English,957452,tt1340094,
The Kill Room,the kill room,The Kill Room,"comedy, crime",Nicol Paone,2023,98,50000000,476375,26.6,6.0,204,5.5,7863,English,958006,tt11908172,
Mayhem!,mayhem,Farang,"action, crime, drama",Xavier Gens,2023,99,4920000,1500000,100.1,6.7,163,6.3,2636,French,959092,tt19319352,
Beating Hearts,beating hearts,L'amour ouf,"romance, crime",Gilles Lellouche,2024,166,37315205,34127241,32.5,7.7,429,7.3,2152,French,959604,tt27490099,
Marguerite's Theorem,marguerites theorem,Le Théorème de Marguerite,"drama, mystery",Anna Novion,2023,114,2470000,1091821,14.1,6.9,149,6.8,2024,French,960033,tt26699529,
Godland,godland,Vanskabte land,drama,Hlynur Pálmason,2022,143,5000000,1560518,10.3,7.0,147,7.1,8000,Danish,960206,tt19623228,
Buya Hamka Vol. 1,buya hamka vol 1,Buya Hamka,"drama, history",Fajar Bustomi,2023,106,4407172,1195408,4.1,6.0,10,6.6,865,Indonesian,960769,tt10656212,
Dunki,dunki,डंकी,"adventure, comedy, drama",Rajkumar Hirani,2023,159,239000000,501000000,12.0,6.3,68,6.5,79768,Hindi,960876,tt15428134,
The Worst Ones,the worst ones,Les Pires,"drama, comedy","Romane Gueret, Lise Akoka",2022,100,2600000,19833,5.1,6.9,70,6.8,1309,French,962543,tt19719862,
The Taste of Things,the taste of things,La Passion de Dodin Bouffant,"romance, drama",Trần Anh Hùng,2023,135,6500000,5970753,24.0,7.0,263,7.4,15008,French,964960,tt19760052,
Air,air,Air,"drama, history",Ben Affleck,2023,111,80000000,90100000,24.1,7.3,1909,7.4,177909,English,964980,tt16419074,
Kushi,kushi,ఖుషి,"romance, comedy, drama",Shiva Nirvana,2023,163,6300000,6400000,7.5,5.0,16,5.4,8308,Telugu,965489,tt15380630,
A Difficult Year,a difficult year,Une année difficile,comedy,"Éric Toledano, Olivier Nakache",2023,120,13000000,7004555,15.9,6.0,250,6.0,2661,French,965791,tt21352380,
Vincent Must Die,vincent must die,Vincent doit mourir,"drama, fantasy, comedy, thriller",Stéphan Castang,2023,109,4340000,158787,13.5,6.4,141,6.5,2694,French,965890,tt23790924,
Sniper: The White Raven,sniper the white raven,Снайпер. Білий ворон,"war, action, drama",Marian Bushan,2022,120,1000000,881,59.0,7.7,747,6.4,6900,Ukrainian,966220,tt19465630,
Ghostbusters: Frozen Empire,ghostbusters frozen empire,Ghostbusters: Frozen Empire,"fantasy, adventure, comedy",Gil Kenan,2024,115,100000000,201856657,79.0,6.6,1572,6.1,85527,English,967847,tt21235248,
The Nun II,the nun ii,The Nun II,horror,Michael Chaves,2023,110,38500000,269667073,72.7,6.7,2041,5.6,66828,English,968051,tt10160976,
Land of Bad,land of bad,Land of Bad,"action, war, thriller",William Eubank,2024,113,18000000,7021101,95.9,7.3,1124,6.6,45855,English,969492,tt19864802,
What Happens Later,what happens later,What Happens Later,"romance, comedy",Meg Ryan,2023,104,3000000,3370345,18.1,4.9,53,4.8,4001,English,970948,tt19890316,
The Goldman Case,the goldman case,Le Procès Goldman,"drama, crime, history",Cédric Kahn,2023,118,2600000,2883655,11.6,7.0,193,7.0,2742,French,972118,tt16160622,
Making Of,making of,Making Of,"comedy, drama",Cédric Kahn,2024,119,4000000,1261221,13.9,5.6,82,6.3,623,French,972119,tt25650046,
Maybe I Do,maybe i do,Maybe I Do,"comedy, romance, drama",Michael Jacobs,2023,95,7500000,4393504,17.8,5.5,209,5.0,10285,English,972230,tt20879602,
The End We Start From,the end we start from,The End We Start From,"drama, mystery, thriller",Mahalia Belo,2023,101,10000000,604830,14.2,5.8,69,5.9,7126,English,973778,tt21810682,
Ordinary Angels,ordinary angels,Ordinary Angels,drama,Jon Gunn,2024,118,13000000,20571534,36.7,7.8,220,7.4,13343,English,974036,tt4996328,
Conclave,conclave,Conclave,"thriller, drama",Edward Berger,2024,120,20000000,38843309,248.7,7.0,249,7.4,27160,English,974576,tt20215234,
Hit Man,hit man,Hit Man,"comedy, romance, crime",Richard Linklater,2024,116,8800000,5101673,71.2,6.9,1009,6.8,100106,English,974635,tt20215968,
Emilia Pérez,emilia pérez,Emilia Pérez,"drama, thriller",Jacques Audiard,2024,132,26885000,8511798,157.0,7.9,390,6.9,13343,French,974950,tt20221436,
Cabrini,cabrini,Cabrini,"history, drama",Alejandro Monteverde,2024,142,50000000,20528061,24.0,7.8,90,7.3,7679,English,975056,tt14351082,
Wicked Little Letters,wicked little letters,Wicked Little Letters,"comedy, drama, mystery",Thea Sharrock,2024,100,12600000,27219729,30.9,7.0,348,7.0,32140,English,975773,tt20234774,
Elemental,elemental,Elemental,"animation, comedy, family, fantasy, romance",Peter Sohn,2023,102,200000000,496000000,110.8,7.6,4502,7.0,142215,English,976573,tt15789038,
Emmanuelle,emmanuelle,Emmanuelle,"drama, romance",Audrey Diwan,2024,105,19000000,578924,109.5,5.3,19,4.8,402,English,976576,tt20247888,
The Book of Clarence,the book of clarence,The Book of Clarence,"adventure, comedy, drama",Jeymes Samuel,2024,129,40000000,6205230,40.7,5.8,86,5.7,6740,English,976584,tt22866358,
Perfect Days,perfect days,PERFECT DAYS,drama,Wim Wenders,2023,124,14000000,24094016,56.0,7.8,1180,7.9,67142,Japanese,976893,tt27503384,
Ezra,ezra,Ezra,"comedy, drama",Tony Goldwyn,2024,100,5000000,3046741,26.5,7.3,58,6.5,3801,English,977262,tt20315818,
The Crime Is Mine,the crime is mine,Mon crime,"crime, comedy, mystery, drama",François Ozon,2023,103,13700000,10436638,11.8,6.4,387,6.5,5853,French,977506,tt20330434,
Last Night of Amore,last night of amore,L'ultima notte di Amore,"thriller, crime",Andrea Di Stefano,2023,124,9500000,3800000,24.3,7.2,418,7.1,5423,Italian,978870,tt20465746,
The Promised Land,the promised land,Bastarden,"action, drama, history",Nikolaj Arcel,2023,127,8500000,2119043,24.8,7.8,326,7.7,27519,Danish,980026,tt20561198,
Winnie the Pooh: Blood and Honey,winnie the pooh blood and honey,Winnie the Pooh: Blood and Honey,"horror, thriller",Rhys Frake-Waterfield,2023,84,100000,7717044,29.6,5.1,1359,2.9,32218,English,980078,tt19623240,
Gran Turismo,gran turismo,Gran Turismo,"adventure, action, drama",Neill Blomkamp,2023,135,60000000,121700000,74.2,7.8,2699,7.1,113686,English,980489,tt4495098,
Book Club: The Next Chapter,book club the next chapter,Book Club: The Next Chapter,"comedy, romance",Bill Holderman,2023,108,20000000,27849137,18.4,6.3,158,5.6,7821,English,982271,tt20768712,
The Arctic Convoy,the arctic convoy,Konvoi,"war, drama",Henrik Martin Dahlsbakken,2023,109,6600000,3637940,52.5,6.8,57,6.5,2942,Norwegian,983044,tt27724113,
Marry My Dead Body,marry my dead body,關於我和鬼變成家人的那件事,"comedy, mystery, action, horror",Cheng Wei-hao,2023,129,1874400,15410325,16.8,6.9,132,7.0,6402,Chinese,983883,tt22742964,
Bad Newz,bad newz,बैड न्यूज़,"romance, comedy, drama",Anand Tiwari,2024,140,9600000,8500000,15.1,4.7,11,4.8,25427,Hindi,984101,tt24517830,
Fall,fall,Fall,"thriller, action",Scott Mann,2022,102,3000000,17363261,80.7,7.2,3913,6.4,115351,English,985939,tt15325794,
Theater Camp,theater camp,Theater Camp,comedy,"Nick Lieberman, Molly Gordon",2023,93,5000000,4400000,8.8,6.6,159,6.9,17955,English,986054,tt21232992,
Fallen Leaves,fallen leaves,Kuolleet lehdet,"romance, comedy, drama",Aki Kaurismäki,2023,81,1480000,12400000,15.5,7.2,522,7.3,29963,Finnish,986280,tt21027780,
Humanist Vampire Seeking Consenting Suicidal Person,humanist vampire seeking consenting suicidal person,Vampire humaniste cherche suicidaire consentant,"romance, comedy, fantasy, horror",Ariane Louis-Seize,2023,91,3000000,97578,21.2,7.5,173,7.0,5784,French,988402,tt24216998,
Mat Kilau,mat kilau,Mat Kilau: Kebangkitan Pahlawan,"action, history, war, adventure, drama, thriller",Syamsul Yusof,2022,118,1814059,5283447,2.7,6.9,12,5.5,1797,Malay,988595,tt11347146,
The Braid,the braid,La Tresse,"drama, comedy",Laetitia Colombani,2023,121,8500000,9235757,13.1,7.7,141,7.2,1406,English,989596,tt19894774,
Just the Two of Us,just the two of us,L'Amour et les Forêts,"thriller, drama, romance",Valérie Donzelli,2023,105,6300000,5099005,23.4,7.0,273,6.6,2816,French,989672,tt23049206,
A Guilty Conscience,a guilty conscience,毒舌大狀,"crime, mystery, comedy",Wai-Lun Ng,2023,133,2800000,10000000,10.9,6.6,46,7.2,1986,Cantonese,990326,tt25377462,
Lisa Frankenstein,lisa frankenstein,Lisa Frankenstein,"comedy, horror, romance",Zelda Williams,2024,102,13400000,9927714,29.6,6.3,366,6.1,25596,English,993784,tt21188080,
All of Us Strangers,all of us strangers,All of Us Strangers,"romance, drama, fantasy",Andrew Haigh,2023,105,5000000,14864960,34.7,7.4,694,7.6,63176,English,994108,tt21192142,
Skinamarink,skinamarink,Skinamarink,horror,Kyle Edward Ball,2023,100,15000,2100000,18.2,5.4,272,4.7,17597,English,994143,tt21307994,
