title,clean_title,original_title,genres,director,release_year,runtime,budget,revenue,popularity,tmdb_rating,tmdb_votes,imdb_rating,imdb_votes,language,tmdb_id,imdb_id,topics,doesthedog_id
Spiral: From the Book of Saw,spiral from the book of saw,Spiral: From the Book of Saw,"horror, mystery",Darren Lynn Bousman,2021,93,20000000,40618920,34.8,6.0,2012,5.2,71553,English,602734,tt10342730,"161,167,168,171,177,181,188,190,193,203,210,212,216,222,230,232,241,242,243,244,245,250,251,252,255,256,261,267,272,290,296,311,339,366",30033
Dream Horse,dream horse,Dream Horse,"comedy, drama",Euros Lyn,2021,113,20000000,6435260,17.3,7.0,121,6.9,7240,English,603206,tt9883996,"168,183,189,216,225",25501
WWE Money in the Bank 2019,wwe money in the bank 2019,WWE Money in the Bank 2019,"action, drama, family, thriller",Kevin Dunn,2019,218,140777,5556675,9.2,7.2,28,6.4,299,English,603466,tt10229430,,154949
John Wick: Chapter 4,john wick chapter 4,John Wick: Chapter 4,"action, thriller, crime",Chad Stahelski,2023,170,90000000,440157245,183.1,7.7,6555,7.6,359042,English,603692,tt10366206,"164,167,168,171,177,180,181,184,188,199,203,208,210,211,216,222,223,227,229,231,232,245,255,258,267,269,270,271,274,282,289,290,298,300,309,311,313,328,335,339,343,346,351,352,353,361,362,363,366",22955
OSS 117: From Africa with Love,oss 117 from africa with love,OSS 117 : Alerte rouge en Afrique noire,"comedy, adventure, action",Nicolas Bedos,2021,117,20400000,13450000,10.8,5.7,769,5.8,6174,French,604563,tt7972012,,
Golden Men,golden men,Gli uomini d'oro,"crime, drama",Vincenzo Alfieri,2019,100,929868,929868,7.6,6.3,204,6.1,1048,Italian,605278,tt9133370,,119954
The Wretched,the wretched,The Wretched,"horror, mystery, thriller","Drew T. Pierce, Brett Pierce",2020,95,66000,3758846,21.4,6.1,616,5.8,20312,English,605804,tt8305806,"153,158,161,164,168,176,177,182,184,187,188,189,197,201,202,208,210,216,218,224,227,229,230,232,237,242,243,244,245,252,254,255,256,260,261,266,267,268,269,276,279,284,308,311,313,318,322",97037
Ittymaani: Made In China,ittymaani made in china,ഇട്ടിമാണി: മെയ്ഡ് ഇന്‍ ചൈന,"comedy, drama",Jibi Joju,2019,158,1300000,4400000,6.3,4.6,13,4.3,1477,Malayalam,606943,tt9165806,,106472
The Goddess of Fortune,the goddess of fortune,La dea fortuna,drama,Ferzan Özpetek,2019,114,4000000,8277796,10.1,7.1,495,6.7,2853,Italian,606952,tt10256570,,
Rocketry: The Nambi Effect,rocketry the nambi effect,Rocketry: The Nambi Effect,"drama, history",R. Madhavan,2022,154,7900000,3900000,4.5,7.5,40,8.7,59970,Tamil,607145,tt9263550,,540127
Sarileru Neekevvaru,sarileru neekevvaru,సరిలేరు నీకెవ్వరు,action,Anil Ravipudi,2020,169,11000000,46892742,9.4,6.2,53,5.8,9256,Telugu,607313,tt10773090,,
Nine Days,nine days,Nine Days,"drama, fantasy",Edson Oda,2021,124,10000000,969204,22.2,6.9,211,6.8,12375,English,607430,tt10451852,208,540288
My Thoughts Are Silent,my thoughts are silent,Мої думки тихі,"comedy, drama",Antonio Lukich,2020,104,344000,351500,7.7,7.8,55,7.8,4282,Ukrainian,609031,tt7876510,,903531
iSmart Shankar,ismart shankar,ఇస్మార్ట్ శంకర్‌,"action, science fiction, thriller",Puri Jagannadh,2019,141,2100000,9600000,6.6,5.3,14,5.4,2948,Telugu,609108,tt9558468,,
The Marvels,the marvels,The Marvels,"science fiction, adventure, action",Nia DaCosta,2023,105,274800000,207089999,107.0,6.1,2698,5.5,140515,English,609681,tt10676048,"167,168,192,202,204,232,245,274,288,289,290,298,305,311,313,322,327,334,335,339,343,346,351,363,366",777588
This Earth of Mankind,this earth of mankind,Bumi Manusia,"drama, history",Hanung Bramantyo,2019,181,1843114,3237737,4.8,7.2,11,6.8,918,Indonesian,609844,tt10540024,,
Halloween Kills,halloween kills,Halloween Kills,"horror, thriller",David Gordon Green,2021,105,20000000,133423964,28.2,6.4,2664,5.5,102296,English,610253,tt10665338,"153,158,161,164,167,168,171,177,181,184,187,188,190,192,193,194,200,201,202,203,211,216,220,222,223,227,232,235,242,244,245,250,252,253,255,260,263,265,267,269,271,274,280,281,282,297,298,311,313,318,321,328,336,343,352,361,366",91333
Do You Do You Saint-Tropez,do you do you sainttropez,Mystère à Saint-Tropez,"comedy, crime",Nicolas Benamou,2021,89,16438275,1453459,6.4,5.1,176,4.9,1822,French,611408,tt10537660,,35971
Promise of Pisa,promise of pisa,De Belofte van Pisa,drama,Norbert ter Hall,2019,105,220000,297388,1.7,6.1,10,6.7,1012,Dutch,611763,tt8974368,,
Every Time I Die,every time i die,Every Time I Die,thriller,Robi Michael,2020,98,1000000,27913,6.5,5.2,20,5.2,1418,English,612571,tt6659936,,67852
"Live Twice, Love Once",live twice love once,Vivir dos veces,"comedy, drama",María Ripoll,2019,101,1450000,368430,18.4,7.5,335,7.2,7415,Spanish,613090,tt9063902,,40963
A Good Doctor,a good doctor,Docteur ?,comedy,Tristan Séguéla,2019,90,6837995,6294941,8.6,6.5,306,6.5,2409,French,613349,tt11013572,"158,167,168,176,177,180,182,187,188,189,190,192,193,194,199,201,204,206,212,216,218,222,225,229,230,235,237,241,244,245,248,250,255,260,261,265,266,274,278,281,285,288,297,298,299,311,313,327,330,334,335,336,338,339,343,345,347,348,349,351,352,353,356,361,362,363,368",25926
30 Days Max,30 days max,30 jours max,"comedy, action",Tarek Boudali,2020,87,13000000,11208529,9.4,5.5,357,5.4,2090,French,613377,tt11206302,,
After We Collided,after we collided,After We Collided,"romance, drama",Roger Kumble,2020,105,14000000,48000000,71.7,7.2,5277,5.1,40314,English,613504,tt10362466,"176,180,182,184,188,193,197,208,219,225,230,241,263,265",70672
Beshoot,beshoot,Іловайськ 2014. Батальйон «Донбас»,"war, action, drama",Ivan Tymchenko,2019,120,1100000,162640,2.6,7.2,12,7.5,634,Ukrainian,613538,tt10276554,,
Venky Mama,venky mama,వెంకీ మామా,"family, comedy, drama, action",Bobby Kolli,2019,149,3500000,10000000,17.8,3.9,10,5.4,1542,Telugu,613853,tt9564774,,208985
Insidious: The Red Door,insidious the red door,Insidious: The Red Door,"horror, thriller",Patrick Wilson,2023,107,16000000,189086877,53.8,6.6,1674,5.5,55513,English,614479,tt13405778,"158,161,167,168,181,187,188,201,202,207,211,219,224,225,235,237,242,243,245,254,255,260,265,274,275,281,286,289,290,293,295,296,298,309,311,313,318,330,334,336,339,347,366,369",1028204
Mank,mank,Mank,"drama, history",David Fincher,2020,132,25000000,122252,13.8,6.7,1587,6.8,84284,English,614560,tt10618286,"184,187,201,212,225,230,246",95529
#Alive,alive,#살아있다,"action, horror",Cho Il,2020,98,6300000,13416285,32.3,7.2,1818,6.3,50006,Korean,614696,tt10620868,,
King Richard,king richard,King Richard,"drama, history",Reinaldo Marcus Green,2021,144,50000000,39400000,28.6,7.7,2461,7.5,143075,English,614917,tt9620288,"233,251,287",544929
Teenage Mutant Ninja Turtles: Mutant Mayhem,teenage mutant ninja turtles mutant mayhem,Teenage Mutant Ninja Turtles: Mutant Mayhem,"animation, comedy, action, science fiction",Jeff Rowe,2023,100,75000000,180513586,77.7,7.2,1286,7.2,70190,English,614930,tt8589698,201,1036063
Elvis,elvis,Elvis,"drama, music, history",Baz Luhrmann,2022,159,85000000,288670284,37.7,7.5,3396,7.3,244849,English,614934,tt3704428,"167,168,174,181,188,190,192,193,197,212,222,225,230,232,235,237,241,242,245,247,251,263,264,266,268,269,274,275,276,277,287,290,295,298,299,300,308,311,313,318,320,328",544940
Bros,bros,Bros,"comedy, romance",Nicholas Stoller,2022,115,22000000,14800000,17.3,6.8,490,6.4,37043,English,614939,tt9731598,"167,168,176,177,190,193,197,204,213,241,247,274,276,277,279",758244
The Secrets We Keep,the secrets we keep,The Secrets We Keep,"thriller, history, drama",Yuval Adler,2020,97,7200000,615233,22.4,6.0,251,5.9,7612,English,615115,tt9252488,,133542
The 9th Precinct,the 9th precinct,第九分局,"fantasy, thriller, crime",Wang Ding-Lin,2019,94,1413543,1862261,8.8,5.8,20,5.6,687,Chinese,615137,tt10871460,,
Ne Zha,ne zha,哪吒之魔童降世,"animation, fantasy, adventure",Yang Yu,2019,110,20000000,742500000,17.5,7.9,393,7.4,8762,Chinese,615453,tt10627720,,164911
Nobody,nobody,Nobody,"action, thriller",Ilya Naishuller,2021,92,17000000,61779301,35.7,7.9,7077,7.4,338811,English,615457,tt7888964,"167,176,177,180,181,184,188,192,193,208,210,211,216,227,232,234,243,245,258,261,266,267,269,274,281,290,294,296,298,309,311,321,339,343",91439
Minari,minari,Minari,drama,Lee Isaac Chung,2021,115,2000000,12900000,24.5,7.3,1601,7.4,101187,English,615643,tt10633456,"176,177,180,187,188,189,192,214,229,230,233,245,257,278,288,290",79848
Meg 2: The Trench,meg 2 the trench,Meg 2: The Trench,"action, science fiction, horror",Ben Wheatley,2023,116,129000000,384056482,116.9,6.5,3393,5.0,88226,English,615656,tt9224104,"161,168,181,188,189,191,198,202,223,232,235,245,252,273,281,282,289,298,305,308,311,313,322,328,335,337,339,343,356,366",35051
Babylon,babylon,Babylon,"drama, comedy",Damien Chazelle,2022,189,78000000,63363579,48.8,7.4,3090,7.1,182820,English,615777,tt10640346,"161,167,174,177,180,181,182,183,184,187,188,189,192,193,194,197,199,200,201,202,203,206,208,212,213,214,219,220,222,225,229,230,232,233,241,244,245,246,247,251,252,255,257,259,260,262,267,269,270,272,274,275,276,277,279,286,287,290,296,298,304,308,311,320,324,325,328,330,331,332,334,335,336,339,343,348,354,361,363,364,366",921690
Marry Me,marry me,Marry Me,"romance, comedy, music",Kat Coiro,2022,112,23000000,44000000,35.3,6.7,994,6.1,45353,English,615904,tt10223460,,380702
Armageddon Time,armageddon time,Armageddon Time,drama,James Gray,2022,114,15000000,6524886,13.8,6.5,416,6.5,16468,English,615952,tt10343028,"168,180,192,193,204,212,218,219,222,244,246,251,270,272,273,274,288,290,294",545538
Thor: Love and Thunder,thor love and thunder,Thor: Love and Thunder,"fantasy, action, comedy",Taika Waititi,2022,119,250000000,760900000,66.4,6.4,7580,6.2,420110,English,616037,tt10648342,"158,161,165,167,168,181,182,188,190,192,202,203,204,213,214,222,225,227,232,233,243,245,250,255,265,266,269,274,276,279,288,289,290,300,304,305,311,346",29894
Jim Button and the Wild 13,jim button and the wild 13,Jim Knopf und die Wilde 13,"adventure, family, fantasy",Dennis Gansel,2020,110,20000000,6700000,6.5,6.1,44,6.2,916,German,616180,tt9839038,,
BoBoiBoy: Elemental Heroes,boboiboy elemental heroes,BoBoiBoy Movie 2,"animation, family, action, adventure, comedy, science fiction",Nizam Razak,2019,116,1467966,6291286,5.4,8.4,15,7.2,1089,Malay,616473,tt10419266,,
K-12,k12,K-12,"music, fantasy",Melanie Martinez,2019,92,6000000,359377,11.0,7.8,273,6.5,4004,English,616584,tt10521814,,1017690
Stillwater,stillwater,Stillwater,"drama, crime, thriller",Tom McCarthy,2021,139,20000000,19754272,17.0,6.6,1196,6.6,60196,English,616651,tt10696896,"168,176,187,188,192,194,197,199,202,203,212,222,227,230,242,243,245",545967
Haunted Mansion,haunted mansion,Haunted Mansion,"comedy, drama, horror, fantasy",Justin Simien,2023,123,157800000,117449790,23.5,6.5,1048,6.0,46251,English,616747,tt1695843,"161,165,167,168,177,184,187,192,207,208,213,218,224,225,232,242,245,252,269,273,274,286,288,298,304,311,313,318,330,331,332,334,335,339,351,360,366",1035927
Halloween Ends,halloween ends,Halloween Ends,"horror, thriller",David Gordon Green,2022,111,20000000,104374176,33.1,6.1,1770,5.0,76513,English,616820,tt10665342,"158,161,164,167,168,171,177,184,187,188,192,197,199,200,202,203,208,210,211,216,219,223,225,227,232,237,242,244,245,250,255,259,263,265,267,269,270,271,274,276,277,281,282,286,290,296,298,304,309,311,313,318,321,328,330,336,339,343,352,360,361,366",95775
The Last Duel,the last duel,The Last Duel,"history, drama, action",Ridley Scott,2021,153,100000000,30500000,35.6,7.4,3348,7.3,189835,English,617653,tt4244994,"158,168,177,182,183,188,189,197,216,219,223,227,229,237,241,245,250,252,255,261,267,274,276,292,326",61829
Sisters in Arms,sisters in arms,Sœurs d'armes,"action, war, adventure",Caroline Fourest,2019,112,5600000,540482,14.4,7.2,139,6.1,1540,French,618326,tt7858472,,186745
Arthur the King,arthur the king,Arthur the King,"adventure, drama",Simon Cellan Jones,2024,107,19000000,40829138,36.3,7.8,651,7.0,30356,English,618588,tt10720352,"180,188,201,204,229,245,269,327,335,346,350,355,356",547207
The Platform,the platform,El hoyo,"drama, science fiction, thriller",Galder Gaztelu-Urrutia,2019,95,1203235,1090116,65.9,7.0,7106,7.0,297498,Spanish,619264,tt8228288,"153,164,167,168,177,180,181,182,187,188,189,197,199,201,202,203,204,207,211,212,213,216,218,223,227,229,230,235,237,245,250,252,254,255,257,259,260,263,265,267,274,276,279,281,285,286,288,289,290,293,296,298,299,305,309,311,313,322,326,327,328,331,334,336,339,343,345,348,351,352,354,355,360,361,363,366,370",21606
Force of Nature,force of nature,Force of Nature,"action, adventure, crime, thriller",Michael Polish,2020,91,15000000,638221,10.3,5.2,512,4.6,13805,English,619592,tt10308928,,749605
Don't Worry Darling,dont worry darling,Don't Worry Darling,"mystery, thriller",Olivia Wilde,2022,123,35000000,86700000,29.0,6.8,2468,6.3,158033,English,619730,tt10731256,"158,161,167,176,177,181,182,184,187,188,190,192,197,198,199,202,203,205,208,211,219,220,225,234,235,237,243,245,255,259,260,263,266,268,269,274,276,281,286,298,299,311,313,318,328,334,339,343,348,356,360,361,366,370",930016
Malignant,malignant,Malignant,"horror, mystery",James Wan,2021,111,40000000,34891791,21.6,6.8,2309,6.2,114292,English,619778,tt3811906,"161,167,177,181,182,188,192,200,201,204,205,206,211,215,216,218,219,220,223,224,225,232,235,237,242,243,244,245,250,255,256,263,265,266,267,274,281,290,293,296,298,299,302,304,309,311,318,321,326,331,334,336,339,343,345,348,352,360,361,362,366,367,370",758729
The Roundup,the roundup,범죄도시 2,"action, crime, comedy, thriller",Lee Sang-yong,2022,106,7600000,101166707,50.3,7.2,301,7.0,12745,Korean,619803,tt15838850,,791215
Ella Bella Bingo,ella bella bingo,Elleville Elfrid,"animation, family","Frank Mosvold, Atle Solberg Blakseth",2020,75,6000000,1339784,8.6,6.6,61,4.9,366,Norwegian,619918,tt9537888,,39807
My Mom Is a Character 3,my mom is a character 3,Minha Mãe é uma Peça 3: O Filme,comedy,Susana Garcia,2019,111,2000000,39273021,16.2,8.2,469,7.1,2999,Portuguese,620683,tt10611372,,49835
Jexi,jexi,Jexi,comedy,"Scott Moore, Jon Lucas",2019,84,5000000,9341824,19.3,6.8,1173,6.1,32198,English,620725,tt9354944,"167,193,197,269,279",84687
Blue Story,blue story,Blue Story,"crime, drama, romance",Rapman,2019,91,1600000,5750000,13.9,7.3,214,6.3,8485,English,621191,tt9285882,"158,164,188,192,193,197,202,212,216,222,232,234,244,245,251,259",22005
Next Goal Wins,next goal wins,Next Goal Wins,"comedy, drama",Taika Waititi,2023,104,14000000,18062279,31.6,6.4,444,6.5,27395,English,621587,tt10767052,"158,177,184,188,208,225,226,230,235,245,252,269,278,290,294,297,298,310,313,314,335,346,348,351,366,368",204692
Sinkhole,sinkhole,싱크홀,"comedy, drama",Kim Ji-hoon,2021,113,11400000,17970000,20.7,7.0,130,6.2,2908,Korean,623135,tt12664618,,124359
The Burning Sea,the burning sea,Nordsjøen,"action, adventure, thriller",John Andreas Andersen,2021,104,8300000,2836382,33.7,6.6,234,6.3,7932,Norwegian,623511,tt12753120,,1116257
Sri Asih,sri asih,Sri Asih,"action, adventure, science fiction, fantasy, drama",Upi Avianto,2022,134,1242172,4577403,57.5,6.5,134,6.2,1627,Indonesian,624091,tt10994712,,550496
Ascendant,ascendant,Ascendant,"mystery, science fiction, thriller",Antaine Furlong,2021,101,20000000,318989,9.7,4.4,12,3.6,976,English,624385,tt10370042,,1110885
VFW,vfw,VFW,"action, horror",Joe Begos,2019,92,1000000,23101,7.6,5.8,232,6.1,9847,English,624779,tt9894470,"177,180,184,188,193,208,211,223,225,232,250",53482
The Matrix Resurrections,the matrix resurrections,The Matrix Resurrections,"science fiction, action, adventure",Lana Wachowski,2021,147,190000000,156497322,59.2,6.4,5721,5.6,288167,English,624860,tt10838180,"167,176,177,180,181,184,187,188,190,206,208,210,211,213,216,225,230,232,235,237,245,255,265,267,269",849550
Unhinged,unhinged,Unhinged,"action, thriller, horror",Derrick Borte,2020,90,33000000,39238300,33.3,6.4,2261,6.0,80764,English,625568,tt10059518,"164,184,188,193,200,201,203,208,218,219,232,235,242,243,245,257,263,269,274,290,309,311,313,336,342,343,366",113032
Dog,dog,Dog,"drama, comedy","Reid Carolin, Channing Tatum",2022,101,20000000,84774243,28.2,7.3,1540,6.5,48505,English,626735,tt11252248,"167,176,187,188,193,197,206,212,225,235,244,253,263,265,268,270,271,272,274,286,290,298,299,311,313,315,321,328,329,336,339,355",14688
Emergency Declaration,emergency declaration,비상선언,"action, drama, thriller",Han Jae-rim,2022,140,18052672,19200000,16.9,7.5,347,6.8,10290,Korean,626872,tt11535228,,1073151
Antebellum,antebellum,Antebellum,horror,"Gerard Bush, Christopher Renz",2020,105,15000000,7060384,13.9,6.2,892,5.8,30603,English,627290,tt10065694,"161,164,182,188,201,203,212,227,230,232,234,237,242,243,251,292",116754
Ala Vaikunthapurramuloo,ala vaikunthapurramuloo,అల వైకుంఠపురములో,"action, comedy, drama",Trivikram Srinivas,2020,165,14000000,28859072,17.7,6.7,85,7.3,24522,Telugu,628241,tt9537292,,25818
Run Hide Fight,run hide fight,Run Hide Fight,"action, crime, thriller",Kyle Rankin,2021,109,2000000,34561,13.5,6.7,292,6.3,28548,English,629017,tt11456054,"158,161,168,176,177,182,184,188,189,194,201,204,207,212,232,233,243,247,252,255,256,257,263,274,276",522052
The Bad Guys,the bad guys,The Bad Guys,"family, animation, adventure, comedy, crime",Pierre Perifel,2022,100,80000000,250162278,102.4,7.6,2048,6.8,64131,English,629542,tt8115900,"165,167,180,184,189,198,201,208,213,214,229,235,237,245,256,262,268,269,274,298,321,324,337,345,346,355",167831
The Vault,the vault,Way Down,"drama, action, thriller",Jaume Balagueró,2021,114,15000000,8804000,42.5,6.8,949,6.4,32895,English,630004,tt9742794,"180,202,226,232,245,247",785595
18 Presents,18 presents,18 regali,"drama, family",Francesco Amato,2020,110,2500000,3486375,15.5,7.4,659,6.9,4370,Italian,630220,tt10816484,,
Titane,titane,Titane,"drama, thriller, horror",Julia Ducournau,2021,108,6600000,4982335,22.3,6.4,1442,6.5,60118,French,630240,tt10944760,"158,164,167,168,171,176,177,180,182,184,188,190,192,193,194,195,197,199,201,203,206,212,216,222,223,225,226,228,230,236,237,238,239,242,244,245,248,253,255,258,259,260,261,262,263,266,267,269,271,272,274,275,276,277,279,282,286,290,296,297,298,306,309,311,313,318,326,328,330,334,335,336,342,343,360,361,363,366",553878
Knock at the Cabin,knock at the cabin,Knock at the Cabin,"thriller, mystery, horror",M. Night Shyamalan,2023,100,20000000,54700000,45.4,6.3,2632,6.1,127566,English,631842,tt15679400,"161,168,177,187,188,191,192,194,198,199,201,203,213,222,223,232,242,243,255,265,266,274,286,289,290,298,311,313,318,328,331,334,335,343,361",936890
Old,old,Old,"thriller, mystery, horror",M. Night Shyamalan,2021,108,18000000,90146510,29.3,6.3,4426,5.8,171549,English,631843,tt10954652,"153,158,161,168,177,180,181,188,189,191,195,197,202,203,204,206,211,215,216,228,241,242,245,252,255,260,261,263,266,285,287,288,289,291,294,296,298,299,305,308,311,313,317,318,327,328,334,335,336,339,343,348,352,356,362,366",386897
All My Life,all my life,All My Life,"romance, drama",Marc Meyers,2020,93,25000000,2000000,16.5,7.8,473,6.3,6375,English,632322,tt8305852,204,763661
The Unholy,the unholy,The Unholy,"horror, mystery",Evan Spiliotopoulos,2021,99,10000000,30800000,53.9,6.6,2153,5.1,29013,English,632357,tt9419056,,41988
C'mon C'mon,cmon cmon,C'mon C'mon,drama,Mike Mills,2021,109,8300000,4300000,14.7,7.2,659,7.4,40356,English,632617,tt10986222,"168,192,220,290,291,298,313,366",28642
Shin Ultraman,shin ultraman,シン・ウルトラマン,"action, science fiction",Shinji Higuchi,2022,112,5500000,34441594,27.3,7.2,172,6.4,4142,Japanese,634429,tt10737918,,1102368
Madame Web,madame web,Madame Web,"action, fantasy",S.J. Clarkson,2024,116,80000000,100498764,97.1,5.4,1939,4.0,93361,English,634492,tt11057302,"161,164,165,167,168,181,184,188,189,191,192,200,203,208,211,213,216,228,232,239,242,243,245,252,260,261,266,269,282,290,293,298,309,311,313,318,328,334,335,339,343,353,356,363,366",556395
The Marksman,the marksman,The Marksman,"action, drama, thriller",Robert Lorenz,2021,108,23000000,23076711,35.1,6.8,1584,5.7,45094,English,634528,tt6902332,"153,188,189,204,222,225,232,252,285",591340
Spider-Man: No Way Home,spiderman no way home,Spider-Man: No Way Home,"action, adventure, science fiction",Jon Watts,2021,148,200000000,1921847111,274.5,8.0,20183,8.2,919465,English,634649,tt10872600,"216,311,335,346",950134
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,demon slayer kimetsu no yaiba the movie mugen train,劇場版「鬼滅の刃」無限列車編,"animation, action, fantasy, thriller",Haruo Sotozaki,2020,117,15700000,507119058,74.6,8.2,3947,8.2,79385,Japanese,635302,tt11032374,222,779585
Pig,pig,Pig,"drama, thriller",Michael Sarnoski,2021,92,3000000,3889432,20.6,6.7,1399,6.9,95137,English,635731,tt11003218,"168,181,187,188,189,192,203,222,229,243,252,255,285,286,355",559514
Clerks III,clerks iii,Clerks III,"comedy, drama",Kevin Smith,2022,100,7000000,4717597,13.4,6.0,239,6.2,19867,English,635891,tt11128440,"158,168,184,190,192,193,197,208,222,225,233,235,239,241,245,258,259,265,268,274,276,290,298,311,313,328",557232
The Last Voyage of the Demeter,the last voyage of the demeter,The Last Voyage of the Demeter,"horror, thriller, fantasy",André Øvredal,2023,119,45000000,21600000,81.6,6.8,1588,6.1,58806,English,635910,tt1001520,"153,158,161,164,180,189,190,213,223,242,252,285,290,305,328,335,355,366",1052134
Shithouse,shithouse,Shithouse,"comedy, drama, romance",Cooper Raiff,2020,102,80000,18370,11.7,7.0,164,6.9,7017,English,637053,tt11618536,"189,193,197,201,225,241,252",557952
Fate/Grand Order the Movie: Divine Realm of the Round Table: Camelot Wandering; Agateram,fategrand order the movie divine realm of the round table camelot wandering agateram,Fate/Grand Order -神聖円卓領域キャメロット- 前編 Wandering; Agateram,"animation, action, adventure, history, drama, fantasy",Kei Suezawa,2020,90,2000000,3607899,12.6,7.2,66,6.3,438,Japanese,637202,tt9534948,,
Wrath of Man,wrath of man,Wrath of Man,"crime, action, thriller",Guy Ritchie,2021,118,40000000,103966489,166.0,7.6,5280,7.1,217484,English,637649,tt11083552,"158,168,177,182,184,188,192,197,203,210,212,216,232,243,245,247,255,267,269,274",778386
Spirit Untamed,spirit untamed,Spirit Untamed,"animation, adventure, family",Elaine Bogan,2021,88,30000000,17635215,31.5,7.3,515,5.5,4944,English,637693,tt11084896,"168,180,229",788396
Miracle in Cell No. 7,miracle in cell no 7,7. Koğuştaki Mucize,drama,Mehmet Ada Öztekin,2019,132,10000000,28000000,30.3,8.3,4366,8.2,57663,Turkish,637920,tt10431500,"158,168,184,187,188,192,193,203,211,212,213,227,232,244,248",70679
Mandibles,mandibles,Mandibules,"comedy, fantasy",Quentin Dupieux,2021,77,4900000,2044087,16.0,6.3,543,6.6,6764,French,638965,tt10375106,,47552
"KKN, Curse of the Dancing Village",kkn curse of the dancing village,KKN di Desa Penari,"horror, mystery, thriller",Awi Suryadi,2022,130,1100000,25000000,4.4,5.7,24,5.9,2635,Indonesian,638985,tt11013610,,
IF,if,IF,"comedy, fantasy, family",John Krasinski,2024,104,110000000,190309707,354.3,7.3,1058,6.4,50223,English,639720,tt11152168,"161,168,174,177,190,192,204,207,216,233,235,288,295,298,311,313,318,324,327,328,332,334,335,346,348,350,356",1072076
The Northman,the northman,The Northman,"action, adventure, fantasy",Robert Eggers,2022,137,80000000,69633110,97.5,7.1,4281,7.0,265774,English,639933,tt11138512,"153,158,164,168,176,180,182,183,187,188,189,193,197,199,200,201,203,207,212,214,216,218,222,224,225,227,229,236,241,242,243,250,252,255,258,261,266,267,274,276,277,279,285,289,290,293,296,298,299,304,309,311,313,326,328,330,331,334,335,361",559747
Ant-Man and the Wasp: Quantumania,antman and the wasp quantumania,Ant-Man and the Wasp: Quantumania,"action, adventure, science fiction",Peyton Reed,2023,125,388369742,476071180,61.6,6.3,4993,6.0,241974,English,640146,tt10954600,"167,180,188,201,202,203,210,211,213,232,235,237,245,250,265,270,274,281,289,290,298,305,311,339,346",40376
Me Against You: Mr. S's Vendetta,me against you mr ss vendetta,Me contro Te: Il film - La vendetta del Signor S,"family, fantasy",Gianluca Leuzzi,2020,64,75000,9500000,10.2,8.1,466,1.7,464,Italian,640344,tt11559652,,
Milea,milea,Milea: Suara dari Dilan,"drama, romance","Pidi Baiq, Fajar Bustomi",2020,99,4000172,2919471,2.8,6.2,28,6.2,797,Indonesian,642657,tt11127878,,959021
Operation Portugal,operation portugal,Opération Portugal,comedy,Frank Cimière,2021,95,1400000,3795575,14.8,5.0,92,4.7,532,French,642684,tt10945254,,561434
Asterix & Obelix: The Middle Kingdom,asterix  obelix the middle kingdom,Astérix & Obélix : L'Empire du Milieu,"family, comedy, adventure",Guillaume Canet,2023,112,72000000,46495349,43.1,4.9,972,5.1,11016,French,643215,tt11210390,,8757
Willy's Wonderland,willys wonderland,Willy's Wonderland,"action, horror, comedy",Kevin Lewis,2021,88,5000000,431020,24.9,6.0,977,5.5,40725,English,643586,tt8114980,"158,161,164,167,168,180,181,187,188,193,197,200,202,207,208,210,216,218,219,223,224,232,233,237,245,250,253,255,258,267,269,274,276,281,282,287,290,293,299,305,309,311,313,318,322,328,330,332,339,343,360,366",752870
Twist,twist,Twist,"crime, drama, action",Martin Owen,2021,92,2000000,510466,13.7,5.9,182,4.2,3162,English,644083,tt10077034,,246931
Dampyr,dampyr,Dampyr,"horror, fantasy, action",Riccardo Chemello,2022,109,15000000,362113,24.2,6.3,145,5.4,2655,Italian,644124,tt10315050,,562303
House of Gucci,house of gucci,House of Gucci,"history, drama, crime",Ridley Scott,2021,158,75000000,153235995,44.9,6.6,3089,6.6,164806,English,644495,tt11214590,,858855
Street Dancer 3D,street dancer 3d,Street Dancer 3D,drama,Remo D'Souza,2020,146,9204790,12589965,7.6,6.6,37,3.7,8445,Hindi,644712,tt9648672,,37290
Don't Look Up,dont look up,Don't Look Up,"comedy, science fiction, drama",Adam McKay,2021,138,75000000,791863,37.8,7.1,8207,7.2,624284,English,646380,tt11286314,"201,221,235,241",432086
Scream,scream,Scream,"horror, mystery, thriller","Tyler Gillett, Matt Bettinelli-Olpin",2022,114,24000000,137743924,81.0,6.7,3301,6.3,168435,English,646385,tt11245972,"158,161,168,177,182,184,188,193,197,199,203,216,219,223,225,227,232,233,235,237,241,242,243,244,245,247,255,260,263,265,267,269,271,274,276,282,287,290,293,298,309,311,313,317,318,326,328,336,339,342,343,345,360,361,366,367",21093
Plane,plane,Plane,"action, adventure, thriller",Jean-François Richet,2023,107,25000000,51000000,95.6,7.0,2205,6.5,86301,English,646389,tt5884796,"181,198,203,211,232,243,255,274,290,296,309,343",451940
The Exorcism,the exorcism,The Exorcism,"horror, thriller",Joshua John Miller,2024,96,22000000,9659440,74.9,5.1,254,4.2,9726,English,646683,tt11240348,,822495
Reagan,reagan,Reagan,"history, drama",Sean McNamara,2024,140,25000000,30107173,144.1,6.2,38,6.2,8890,English,647245,tt1723808,,564320
